userId,movieId,rating
339,2028,4.0005483115102844
339,2571,3.8399133832053085
339,48516,4.227482085178678
339,318,4.045812636009146
339,1089,4.273583116052566
339,6874,4.195271846820858
339,2329,4.16191916574826
339,260,4.514548860332557
339,5418,4.1167809979058045
339,50,4.31751976232506
339,54286,3.3968319737979504
339,7438,3.811391894450976
339,51662,3.8091074810866505
339,5952,3.959642177105462
339,73017,3.391040903890941
339,4011,4.021647017031705
339,1704,4.497759548553251
339,6365,4.095381013016404
339,778,4.150515281130079
339,110,3.6433945857912065
339,1196,4.502411877585941
339,32587,3.5039878619482856
339,4262,4.667439227002625
339,589,3.417369770300556
339,780,3.546737271763235
339,4963,4.422668592985192
339,49272,3.58659863679311
339,5349,3.6166847641847664
339,50872,3.646411725947268
339,1136,4.635380078919183
339,8665,4.151253985354616
339,1222,4.870244987089553
339,5956,4.2459467776444155
339,2115,2.906074769298575
339,106782,3.7286934959767772
339,109487,3.396418727811944
339,1210,3.0519916305916817
339,1208,4.828138511829859
339,3793,3.6670238936304393
339,6934,3.8773275961213063
339,54001,2.592475158740904
339,81591,4.355521589377964
339,3977,2.0
339,1270,4.127035298987584
339,57669,4.185108115167909
339,3994,5.0
339,1200,4.456581733358585
339,6863,3.255268136022564
339,293,4.163483907175686
339,2628,2.0
339,38061,3.818478966814527
339,3948,4.205959577567729
339,344,4.0
339,6870,4.337826294285826
339,8917,3.0
339,5459,4.011803844855129
339,52973,3.999320996063245
339,115713,3.432464664528278
339,8641,4.331012454165064
339,85414,3.7533636790714855
339,5903,4.1694328358379
339,5378,3.7610581257699036
339,122882,2.8778874674791934
339,3285,4.324236568231707
339,1961,4.2484485979427475
339,1036,4.0
339,53322,4.076330004046272
339,112852,2.7689694580697073
339,2542,4.5
339,2918,4.008490401761248
339,2683,3.8469380146706715
339,71535,3.3321901870493082
339,1923,4.014491607804375
339,3717,3.3077242601139014
339,64839,4.157206274422807
339,91500,2.9999999999999996
339,33493,3.504672185421849
339,1201,4.48362281145579
339,115149,3.266994643990673
339,6373,3.4885593726505606
339,1527,2.96246471194628
339,54272,3.7035700053361924
339,2692,4.757869162813886
339,4018,3.2486792830199254
339,134130,3.9999045869205174
339,45447,3.5038289878858317
339,69757,3.9990930213721905
339,44665,4.256568340485137
339,2011,4.503612007475976
339,44199,4.521428993386845
339,6942,3.489363342761906
339,4816,3.881586339502648
339,4027,4.741303392420296
339,46578,3.383313118671133
339,231,4.0
339,1676,3.8449192525655533
339,60684,3.4961214609502336
339,96610,3.3361861767455214
339,6708,4.758819791634271
339,37729,3.162688962415266
339,30793,2.9181898343557626
339,53996,3.874356823771664
339,5669,4.030286571394726
339,1954,3.2483789230108053
339,6537,4.499999999999999
339,34319,4.257683273895274
339,7254,4.253289182158217
339,94959,3.9971202309820906
339,122886,2.4848782205310664
339,3623,4.687489894317157
339,1246,4.507242053495311
339,380,3.248377010409477
339,108932,3.0
339,3114,3.8044569881162618
339,77561,3.2495583091760647
339,112552,4.0
339,91542,2.649003358755735
339,30707,4.532766768650104
339,8636,3.166151174758754
339,45517,3.702066523065319
339,3275,4.306758934711901
339,588,3.646403649554134
339,67255,3.865140181603208
339,6333,3.8068641673329764
339,3785,3.5
339,6378,4.175639793884161
339,34405,4.0
339,56174,3.4581582938694395
339,4776,4.1322992402124425
339,31685,3.4882738547844045
339,38038,4.5
339,1485,3.503942568665545
339,98809,2.7553875935442442
339,76251,4.5
339,1917,3.787001765723556
339,1197,4.386343459658388
339,367,3.5121634662044183
339,45499,2.9999999999999996
339,115617,2.3628727697970877
339,3408,4.130278239690978
339,4720,3.377887959356903
339,122892,2.4993578419497715
339,58998,3.9906317318766775
339,377,3.5362981363162898
339,69951,4.5
339,4890,4.5
339,60040,2.5
339,2000,3.244222993541522
339,55290,4.735474805196065
339,8798,4.0
339,59784,3.338035921615062
339,1080,5.0
339,74789,4.5
339,912,4.3333739806969565
339,7293,3.752621445573434
339,53972,3.753974561612862
339,4246,2.5
339,51086,4.0
339,208,4.0
339,54259,3.207808742457765
339,288,3.5227065362053303
339,46976,3.5926959551244493
339,1207,3.9619259683882015
339,7445,4.251939077566546
339,7147,3.7569121882484526
339,8784,4.159649939912512
339,5481,3.3336993832643524
339,4344,3.5
339,1220,4.499922722738153
339,34150,3.0
339,3527,4.0
339,59369,4.1646835759357215
339,119145,2.5
339,3301,3.995391664341521
339,110102,2.740074585318991
339,4367,3.491384033855884
339,27773,3.9774155302502896
339,106920,3.893378837013586
339,5299,3.4737664935566315
339,60756,4.5
339,2997,4.866872240734975
339,61024,4.5
339,47610,4.221645436838974
339,4979,4.754648873983486
339,56757,3.5
339,2268,2.5
339,500,4.0
339,158238,4.5
339,1884,4.999999999999999
339,8984,3.248994371228125
339,48738,3.99238575671822
339,2006,2.250831587190672
339,3081,3.2482989158193294
339,4023,3.0
339,166528,2.5
339,2194,2.5
339,96821,3.0033854710689303
339,7173,3.4999999999999996
339,3916,4.51122614613689
339,168252,2.0
339,34,3.529072792648656
339,102445,3.5
339,2700,4.237875078349707
339,431,4.483963352322908
339,117529,2.8123735956885905
339,7022,4.0
339,1073,4.0
339,6503,4.0
339,1225,4.397891697801175
339,6807,4.001879205333564
339,112183,3.6900044480516785
339,7323,4.5
339,87232,3.125745923750219
339,1387,3.616838402799143
339,86880,2.5
339,3481,4.5
339,163,3.0533102549706075
339,919,3.9886084107424318
339,53000,3.5
339,104374,4.0
339,1240,4.0
339,1608,2.5
339,223,4.117894631564939
339,44195,3.990633217017454
339,52281,3.5
339,1784,2.5
339,66097,3.492270764917668
339,68319,2.5
339,111362,2.7630829839848214
339,4034,4.183943831637026
339,5574,4.0
339,2,4.0
339,40819,3.6676263913151224
339,3052,3.0
339,103341,3.4809513446590112
339,59615,3.5
339,31696,3.5
339,102125,2.7607330706726154
339,88140,2.6477353725944965
339,89492,3.80428094921566
339,46723,5.0
339,586,4.0
339,953,3.0
339,5377,2.5
339,4025,3.5
339,104,5.0
339,3897,4.5
339,152081,3.0470550898091755
339,5630,4.2556300797272195
339,79695,3.5
339,55118,4.5
339,30810,3.9914779395396605
339,4239,3.730792308736601
339,72378,2.5
339,3617,3.5
339,2012,3.8578101883893097
339,80489,4.5
339,61132,3.6726448371684364
339,111364,2.5
339,2291,4.5
339,55269,5.0
339,145,3.0
339,1199,4.76198680039272
339,76077,4.5
339,1517,2.0
339,103228,2.98231789699204
339,8972,3.5
339,92259,3.904717782830991
339,63131,4.5
454,47,4.0
454,2329,4.374418579142221
454,2571,5.0
454,4973,3.8561039831741133
454,2959,4.324992811795652
454,608,3.6751407356465773
454,50,4.0
454,593,4.0
454,778,3.843021007816449
454,4226,4.002517350165585
454,318,4.0
454,2762,5.0
454,1617,4.005548129573921
454,293,4.0
454,1213,3.9829563178948577
454,1193,4.355271899300758
454,1206,3.1800977951838676
454,356,4.0
454,48516,4.5
454,750,4.135488297551375
454,1258,4.327537259071757
454,48394,4.002684406553832
454,32587,4.5
454,6870,3.825477643900128
454,68157,4.5
454,4848,4.007191039097087
454,527,4.0
454,1222,3.480186738310617
454,288,4.0
454,1214,4.0
454,1221,4.0
454,4262,4.244737201188747
454,912,4.029929577048867
454,1276,3.5
454,46578,4.007441361782316
454,4011,4.0
454,5995,3.4999999999999996
454,1230,2.5
454,110,4.0
454,1199,2.7338957757631532
454,1682,4.5
454,2502,4.502438626655913
454,1247,4.047398885719458
454,1207,5.0
454,4034,4.5207938041302285
454,51540,2.5
454,1732,4.238179682822136
454,7438,4.080162884382748
454,223,3.2614398486716207
454,5618,3.5
454,541,3.4954182373114175
454,3362,3.5
454,3481,2.5
454,903,4.043039837720215
454,1884,4.263588883019159
454,923,3.1645305482561032
454,8874,4.5
454,4641,3.0
454,44555,4.0
454,30749,4.256506699954803
454,6711,3.9912806380608017
454,1288,2.5
454,2542,4.0
454,4816,4.5
454,1201,3.49430885161671
454,1080,3.4855690949253684
454,1263,3.500648830339877
454,16,4.0
454,6539,4.5
454,3160,3.3790209242867686
454,4027,2.9839692901096804
454,1212,4.0
454,1136,2.5
454,1968,2.5
454,1921,3.233108959397739
454,3535,4.0
454,44191,4.5
454,1228,4.263247651078185
454,3730,4.0
454,1945,4.0
454,1729,3.259318876234807
454,37733,3.5
454,589,4.0
454,913,4.476359924117616
454,57669,4.0
454,4720,4.5
454,1203,5.0
454,509,4.0
454,32,4.0
454,2657,2.5
454,2324,5.0
454,41997,3.7538536092426673
454,4995,4.005388274137956
454,1466,3.287699863655466
454,910,3.79535351781822
454,27611,4.0
454,2700,2.5
454,6502,3.3467401814468505
454,908,4.537965882182926
454,1094,4.5
454,1333,4.654888884530561
454,1265,2.5
454,8641,4.5
454,1625,4.251530282519706
454,5989,4.5
454,8873,4.0
454,1348,4.5
454,2186,5.0
454,56367,4.0
454,590,4.0
454,235,3.8009370144082424
454,2291,3.5229562596290993
454,337,4.0
454,1225,3.0
454,7147,4.5
454,2890,3.491558842057357
454,2174,2.5
454,2395,2.977726901024469
454,431,4.017015891568589
454,8784,3.5
454,6377,4.5
454,3499,4.5
454,115569,4.0
454,1090,3.4813052853354165
454,6290,3.0
454,3081,3.5183503824232845
454,6807,2.9999999999999996
454,1639,2.5
454,1233,4.0
454,3911,4.5
454,1997,4.5
454,56782,3.5
454,4963,4.5
454,2987,2.5
454,920,4.5
454,34437,4.5
454,48385,4.0
